exer_id:token,cpt_seq2:token_seq,cpt_seq:token_seq
568,1,2
569,1,3
570,1,3
571,1,3
572,1,4
573,1,2
574,1,2
575,1,2
576,1,2
577,1,2
578,1,2
579,1,3
580,1,3
581,1,3
582,1,3
583,1,4
584,1,2
585,1,2
586,1,2
587,1,2
588,1,2
589,1,3
590,1,3
591,1,3
592,1,3
593,1,3
594,1,3
595,1,2
596,1,2
597,1,2
598,1,2
599,1,3
600,1,3
601,1,3
602,1,3
603,1,3
604,1,3
605,1,4
606,1,4
607,1,2
608,1,2
609,1,2
610,1,3
611,1,3
612,1,3
613,1,3
614,1,3
615,1,3
616,1,3
617,1,4
618,1,2
619,1,2
620,1,3
621,1,3
622,1,3
623,1,3
624,1,3
625,1,3
626,1,3
627,1,3
628,1,2
629,1,3
630,1,3
631,1,3
632,1,3
633,1,3
634,1,3
635,1,3
636,1,3
637,1,3
638,1,3
639,1,3
640,1,3
641,1,3
642,1,3
643,1,3
644,1,3
645,1,3
646,1,3
647,1,3
648,1,4
649,1,4
650,1,3
651,1,4
652,1,4
653,1,4
654,1,4
655,1,4
656,1,4
657,1,4
658,1,4
659,1,4
660,1,4
661,1,4
662,1,4
663,1,4
664,1,4
665,1,4
666,1,4
667,1,4
668,1,4
669,1,4
670,1,4
671,1,4
672,1,4
673,1,4
674,1,4
675,1,4
676,1,4
677,1,4
678,1,4
679,1,4
680,1,4
681,1,4
682,1,4
683,1,4
684,1,4
685,1,4
686,1,4
687,1,4
688,1,4
689,1,4
690,2,5
691,2,5
692,2,5
693,2,5
694,2,5
695,2,5
696,2,5
697,2,5
698,2,5
699,2,5
700,2,5
701,2,5
702,2,5
703,2,5
704,2,5
705,2,5
706,2,5
707,2,5
708,2,5
709,2,5
710,2,5
711,2,5
712,2,5
713,2,5
714,2,5
715,2,5
716,2,5
717,2,5
718,2,5
719,2,5
720,2,5
721,2,5
722,2,5
723,2,5
724,2,5
725,2,5
726,2,5
727,2,5
728,2,5
729,2,5
730,2,5
731,2,5
732,2,5
733,2,5
734,2,5
735,2,5
736,2,5
737,2,5
738,2,5
739,2,5
740,2,5
741,2,5
742,2,5
743,2,5
744,2,5
745,2,5
746,2,5
747,2,5
748,2,5
749,2,5
750,2,5
751,2,5
752,2,5
753,2,5
754,2,5
755,2,5
756,2,5
757,2,5
758,2,5
759,2,5
760,2,5
761,2,5
762,2,5
763,2,5
764,2,5
765,2,5
766,2,5
767,2,5
768,2,5
769,2,5
770,2,5
771,2,5
772,2,5
773,2,5
774,2,5
775,2,5
776,2,5
777,2,5
778,2,5
779,2,5
780,2,5
781,2,5
782,2,5
783,2,5
784,2,5
785,2,5
786,2,5
787,2,5
788,2,5
789,2,5
790,2,5
791,2,5
792,2,5
793,2,5
794,2,5
795,2,5
796,2,5
797,2,5
798,2,5
799,2,5
800,2,6
801,2,6
802,2,6
803,2,6
804,2,6
805,2,6
806,2,6
807,2,6
808,2,6
809,2,6
810,2,6
811,2,6
812,2,6
813,2,6
814,2,6
815,2,6
816,2,6
817,2,6
818,2,6
819,2,6
820,2,6
821,2,6
822,2,6
823,2,6
824,2,6
825,2,6
826,2,6
827,2,6
828,2,6
829,2,6
830,2,6
831,2,6
832,2,6
833,2,6
834,2,6
835,2,6
836,2,6
837,2,6
838,2,6
839,2,6
840,2,6
841,2,6
842,2,6
843,2,6
844,2,6
845,2,6
846,2,6
847,2,6
848,2,6
849,2,6
850,2,6
851,2,6
852,2,6
853,2,6
854,2,6
855,2,6
856,2,6
857,2,6
858,2,6
859,2,6
860,2,6
861,2,6
862,2,6
863,2,6
864,2,6
865,2,6
866,2,6
867,2,6
868,2,6
869,2,6
870,2,6
871,2,6
872,2,6
873,2,6
874,2,6
875,2,6
876,2,6
877,2,6
878,2,6
879,2,6
880,2,6
881,2,6
882,2,6
883,2,6
884,2,6
885,2,6
886,2,6
887,2,6
888,2,6
889,2,6
890,2,6
891,2,6
892,2,6
893,2,6
894,2,6
895,2,6
896,2,6
897,2,6
898,2,6
899,2,6
900,2,6
901,2,6
902,2,6
903,2,6
904,2,6
905,2,6
906,2,6
907,2,6
908,2,6
909,2,6
910,2,6
911,2,6
912,2,6
913,2,6
914,2,6
915,2,6
916,2,6
917,2,6
918,2,6
919,2,6
920,2,6
921,2,6
922,2,6
923,2,6
924,2,6
925,2,6
926,2,6
927,2,6
928,2,6
929,2,6
930,2,6
931,2,6
932,2,6
933,2,6
934,2,6
935,2,6
936,2,6
937,2,6
938,2,6
939,2,6
940,2,6
941,2,6
942,2,6
943,2,6
944,2,6
945,2,6
946,2,6
947,2,6
948,2,6
949,2,6
950,2,6
951,2,6
952,2,6
953,2,6
954,2,6
955,2,6
956,2,6
957,2,6
958,2,6
959,2,6
960,2,6
961,2,6
962,2,6
963,2,6
964,2,6
965,2,6
966,2,6
967,2,6
968,2,6
969,2,6
970,2,6
971,2,6
972,2,6
973,2,6
974,2,6
975,2,6
976,2,6
977,2,6
978,2,6
979,2,6
980,2,6
981,2,6
982,2,6
983,2,6
984,2,6
985,2,6
986,2,6
987,2,6
988,2,6
989,2,6
990,2,6
991,2,6
992,2,6
993,2,6
994,2,6
995,2,6
996,2,6
997,2,6
998,2,6
999,2,6
1000,2,6
1001,2,6
1002,2,6
1003,2,6
1004,2,6
1005,2,6
1006,2,6
1007,2,6
1008,2,6
1009,2,6
1010,2,6
1011,2,6
1012,2,6
1013,2,6
1014,2,6
1015,2,6
1016,2,6
1017,2,6
1018,2,6
1019,2,6
1020,2,6
1021,2,6
1022,2,6
1023,2,6
1024,2,6
1025,2,6
1026,2,6
1027,2,6
1028,2,6
1029,2,6
1030,2,6
1031,2,6
1032,2,6
1033,2,6
1034,2,6
1035,2,6
1036,2,6
1037,2,6
1038,2,6
1039,2,6
1040,2,6
1041,2,6
1042,2,6
1043,2,6
1044,2,6
1045,2,6
1046,2,6
1047,2,6
1048,2,6
1049,2,6
1050,2,6
1051,2,6
1052,2,6
1053,2,6
1054,2,6
1055,2,6
1056,2,6
1057,2,6
1058,2,6
1059,2,6
1060,2,6
1061,2,6
1062,2,6
1063,2,6
1064,2,6
1065,2,6
1066,2,6
1067,2,6
1068,2,6
1069,2,6
1070,2,6
1071,2,6
1072,2,6
1073,2,6
1074,2,6
1075,2,6
1076,2,6
1077,2,6
1078,2,6
1079,2,6
1080,2,6
1081,2,6
1082,2,6
1083,2,6
1084,2,6
1085,2,6
1086,2,6
1087,2,6
1088,2,6
1089,2,6
1090,2,6
1091,2,6
1092,2,6
1093,2,6
1094,2,6
1095,2,6
1096,2,6
1097,2,6
1098,2,6
1099,2,6
1100,2,6
1101,2,6
1102,2,6
1103,2,6
1104,2,6
1105,2,6
1106,2,6
1107,2,6
1108,2,6
1109,2,6
1110,2,10
1111,2,10
1112,2,10
1113,2,10
1114,2,10
1115,2,10
1116,2,10
1117,2,10
1118,2,10
1119,2,10
1120,2,10
1121,2,10
1122,2,10
1123,2,10
1124,2,10
1125,2,10
1126,2,10
1127,2,10
1128,2,10
1129,2,10
1130,2,10
1131,2,10
1132,2,10
1133,2,10
1134,2,10
1135,2,10
1136,2,10
1137,2,10
1138,2,10
1139,2,10
1140,2,10
1141,2,10
1142,2,10
1143,2,10
1144,2,10
1145,2,10
1146,2,10
1147,2,10
1148,2,10
1149,2,10
1150,2,10
1151,2,10
1152,2,10
1153,2,10
1154,2,10
1155,2,10
1156,2,10
1157,2,10
1158,2,10
1159,2,10
1160,2,10
1161,2,10
1162,2,10
1163,2,10
1164,2,10
1165,2,10
1166,2,10
1167,2,10
1168,2,10
1169,2,10
1170,2,10
1171,2,10
1172,2,10
1173,2,10
1174,2,10
1175,2,10
1176,2,10
1177,2,10
1178,2,10
1179,2,10
1180,2,10
1181,2,10
1182,2,10
1183,2,10
1184,2,10
1185,2,10
1186,2,10
1187,2,10
1188,2,10
1189,2,10
1190,2,10
1191,2,10
1192,2,10
1193,2,10
1194,2,10
1195,2,10
1196,2,10
1197,2,10
1198,2,10
1199,2,10
1200,2,10
1201,2,10
1202,2,10
1203,2,10
1204,2,10
1205,2,10
1206,2,10
1207,2,10
1208,2,10
1209,2,10
1210,2,10
1211,2,10
1212,2,10
1213,2,10
1214,2,10
1215,2,10
1216,2,10
1217,2,10
1218,2,10
1219,2,10
1220,2,10
1221,2,10
1222,2,10
1223,2,10
1224,2,10
1225,2,10
1226,2,10
1227,2,10
1228,2,10
1229,2,10
1230,2,10
1231,2,10
1232,2,10
1233,2,10
1234,2,10
1235,2,10
1236,2,10
1237,2,10
1238,2,10
1239,2,10
1240,2,10
1241,2,10
1242,2,10
1243,2,10
1244,2,10
1245,2,10
1246,2,10
1247,2,10
1248,2,10
1249,2,10
1250,2,10
1251,2,10
1252,2,10
1253,2,10
1254,2,10
1255,2,10
1256,2,10
1257,2,10
1258,2,10
1259,2,10
1260,2,10
1261,2,10
1262,2,10
1263,2,10
1264,2,10
1265,2,10
1266,2,10
1267,2,10
1268,2,10
1269,2,10
1270,2,10
1271,2,10
1272,2,10
1273,2,10
1274,2,10
1275,2,10
1276,2,10
1277,2,10
1278,2,10
1279,2,10
1280,2,10
1281,2,10
1282,2,10
1283,2,10
1284,2,10
1285,2,10
1286,2,10
1287,2,10
1288,2,10
1289,2,10
1290,2,10
1291,2,10
1292,2,10
1293,2,10
1294,3,7
1295,3,7
1296,3,8
1297,3,8
1298,3,8
1299,3,8
1300,3,8
1301,3,8
1302,3,8
1303,3,8
1304,3,8
1305,3,8
1306,3,8
1307,3,8
1308,3,8
1309,3,7
1310,3,7
1311,3,7
1312,3,7
1313,3,8
1314,3,7
1315,3,7
1316,3,7
1317,3,7
1318,3,7
1319,3,7
1320,3,8
1321,3,8
1322,3,7
1323,3,8
1324,3,7
1325,3,8
1326,3,7
1327,3,8
1328,3,8
1329,3,8
1330,3,8
1331,3,8
1332,3,8
1333,3,8
1334,3,8
1335,3,8
1336,3,8
1337,3,8
1338,3,7
1339,3,7
1340,3,8
1341,3,7
1342,3,7
1343,3,7
1344,3,7
1345,3,8
1346,3,7
1347,3,8
1348,3,7
1349,3,7
1350,3,8
1351,3,7
1352,3,8
1353,3,8
1354,3,7
1355,3,8
1356,3,8
1357,3,8
1358,3,8
1359,3,8
1360,3,8
1361,3,8
1362,3,8
1363,3,7
1364,3,7
1365,3,8
1366,3,7
1367,3,8
1368,3,8
1369,3,8
1370,3,8
1371,3,8
1372,3,8
1373,3,7
1374,3,8
1375,3,8
1376,3,8
1377,3,8
1378,3,8
1379,3,8
1380,3,8
1381,3,8
1382,3,7
1383,3,7
1384,3,8
1385,3,7
1386,3,8
1387,3,8
1388,3,7
1389,3,7
1390,3,7
1391,3,8
1392,3,7
1393,3,7
1394,3,8
1395,3,8
1396,3,8
1397,3,8
1398,3,8
1399,3,8
1400,3,8
1401,3,8
1402,3,8
1403,3,8
1404,3,8
1405,3,8
1406,3,7
1407,3,7
1408,3,7
1409,3,7
1410,3,7
1411,3,7
1412,3,7
1413,3,7
1414,3,7
1415,3,7
1416,3,7
1417,3,7
1418,3,7
1419,3,7
1420,3,8
1421,3,7
1422,3,8
1423,3,7
1424,3,8
1425,3,8
1426,3,8
1427,3,8
1428,3,8
1429,3,8
1430,3,8
1431,3,8
1432,3,8
1433,3,8
1434,3,8
1435,3,8
1436,3,8
1437,3,8
1438,3,8
1439,3,8
1440,3,8
1441,3,7
1442,3,7
1443,3,7
1444,3,8
1445,3,7
1446,3,7
1447,3,7
1448,3,7
1449,3,7
1450,3,7
1451,3,7
1452,3,8
1453,3,8
1454,3,8
1455,3,7
1456,3,8
1457,3,8
1458,3,8
1459,3,8
1460,3,8
1461,3,8
1462,3,8
1463,3,8
1464,3,8
1465,3,8
1466,3,7
1467,3,7
1468,3,8
1469,3,8
1470,3,7
1471,3,7
1472,3,7
1473,3,8
1474,3,8
1475,3,8
1476,3,7
1477,3,8
1478,3,8
1479,3,8
1480,3,8
1481,3,8
1482,3,8
1483,3,8
1484,3,8
1485,3,8
1486,3,7
1487,3,8
1488,3,7
1489,3,8
1490,3,8
1491,3,8
1492,3,8
1493,3,8
1494,3,8
1495,3,8
1496,3,8
1497,3,8
1498,3,8
1499,3,8
1500,3,8
1501,3,8
1502,3,8
1503,3,8
1504,3,8
1505,3,8
1506,3,8
1507,3,7
1508,3,7
1509,3,7
1510,3,7
1511,3,7
1512,3,7
1513,3,7
1514,3,7
1515,3,7
1516,3,8
1517,3,7
1518,3,7
1519,3,7
1520,3,7
1521,3,8
1522,3,7
1523,3,8
1524,3,7
1525,3,8
1526,3,8
1527,3,8
1528,3,8
1529,3,8
1530,3,8
1531,3,8
1532,3,8
1533,3,8
1534,3,8
1535,3,8
1536,3,8
1537,3,7
1538,3,7
1539,3,7
1540,3,7
1541,3,7
1542,3,8
1543,3,7
1544,3,7
1545,3,7
1546,3,8
1547,3,7
1548,3,7
1549,3,7
1550,3,8
1551,3,8
1552,3,7
1553,3,8
1554,3,7
1555,3,8
1556,3,8
1557,3,8
1558,3,8
1559,3,8
1560,3,8
1561,3,8
1562,3,8
1563,3,8
1564,3,8
1565,3,7
1566,3,7
1567,3,8
1568,3,7
1569,3,7
1570,3,7
1571,3,7
1572,3,8
1573,3,7
1574,3,8
1575,3,7
1576,3,7
1577,3,8
1578,3,8
1579,3,8
1580,3,7
1581,3,8
1582,3,8
1583,3,7
1584,3,8
1585,3,8
1586,3,8
1587,3,8
1588,3,8
1589,3,8
1590,3,8
1591,3,7
1592,3,7
1593,3,8
1594,3,8
1595,3,7
1596,3,8
1597,3,8
1598,3,8
1599,3,8
1600,3,7
1601,3,8
1602,3,8
1603,3,8
1604,3,8
1605,3,8
1606,3,8
1607,3,8
1608,3,7
1609,3,7
1610,3,7
1611,3,7
1612,3,7
1613,3,8
1614,3,7
1615,3,7
1616,3,7
1617,3,8
1618,3,7
1619,3,7
1620,3,7
1621,3,7
1622,3,7
1623,3,7
1624,3,7
1625,3,7
1736,4,9
1737,4,9
1738,4,9
1626,3,7
1627,3,7
1628,3,7
1629,3,7
1630,3,7
1631,3,7
1632,3,7
1633,3,7
1634,3,7
1635,3,7
1636,3,7
1637,3,7
1638,3,7
1639,3,7
1640,3,7
1641,3,7
1642,3,7
1643,3,7
1644,3,7
1645,3,7
1646,3,7
1647,3,7
1648,3,7
1649,3,7
1650,3,7
1651,3,7
1652,3,7
1653,3,7
1654,3,7
1655,3,7
1656,3,7
1657,3,7
1658,3,7
1659,3,7
1660,3,7
1661,3,7
1662,3,7
1663,3,7
1664,3,7
1665,3,7
1666,3,7
1667,3,7
1668,3,7
1669,3,7
1670,3,7
1671,3,7
1672,3,7
1673,3,7
1674,3,7
1675,3,7
1676,3,7
1677,3,7
1678,3,7
1679,3,7
1680,3,7
1681,3,7
1682,3,7
1683,3,7
1684,3,7
1685,3,7
1686,3,7
1687,3,7
1688,3,7
1689,3,7
1690,3,7
1691,3,7
1692,3,7
1693,3,7
1694,3,7
1695,3,7
1696,3,7
1697,3,7
1698,3,7
1699,3,7
1700,3,7
1701,3,7
1702,3,7
1703,3,7
1704,3,7
1705,3,7
1706,3,7
1707,3,7
1708,3,7
1709,3,7
1710,3,7
1711,3,7
1712,3,7
1713,3,7
1714,3,7
1715,3,7
1716,3,7
1717,3,7
1718,3,7
1719,3,7
1720,3,7
1721,3,7
1722,3,7
1723,4,9
1724,4,9
1725,4,9
1726,4,9
1727,4,9
1728,4,9
1729,4,9
1730,4,9
1731,4,9
1732,4,9
1733,4,9
1734,4,9
1735,4,9
1739,4,9
1740,4,9
1741,4,9
1742,4,9
1743,4,9
1744,4,9
1745,4,9
1746,4,9
1747,4,9
1748,4,9
1749,4,9
1750,4,9
1751,4,9
1752,4,9
1753,4,9
1754,4,9
1755,4,9
1756,4,9
1757,4,9
1758,4,9
1759,4,9
1760,4,9
1761,4,9
1762,4,9
1763,4,9
1764,4,9
1765,4,9
1766,4,9
1767,4,9
1768,4,9
1769,4,9
1770,4,9
1771,4,9
1772,4,9
1773,4,9
1774,4,9
1775,4,9
1776,4,9
1777,4,9
1778,4,9
1779,4,9
1780,4,9
1781,4,9
1782,4,9
1783,4,9
1784,4,9
1785,4,9
1786,4,9
1787,4,9
1788,4,9
1789,4,9
1790,4,9
1791,4,9
1792,4,9
1793,4,9
1794,4,9
1795,4,9
1796,4,9
1797,4,9
1798,4,9
1799,4,9
1800,4,9
1801,4,9
1802,4,9
1803,4,9
1804,4,9
1805,4,9
1806,4,9
1807,4,9
1808,4,9
1809,4,9
1810,4,9
1811,4,9
1812,4,9
1813,4,9
1814,4,9
1815,4,9
1816,4,9
1817,4,9
1818,4,9
1819,4,9
1820,4,9
1821,4,9
1822,4,9
1823,4,9
1824,4,9
1825,4,9
1826,4,9
1827,4,9
1828,4,9
1829,4,9
1830,4,9
1831,4,9
1832,4,9
1833,4,9
1834,4,9
1835,4,9
1836,4,9
1837,4,9
1838,4,9
1839,4,9
1840,4,9
1841,4,9
1842,4,9
1843,4,9
1844,4,9
1845,4,9
1846,4,9
